date,j_merged_num,z_merged_num
2021-07-14 00:34:00,0.0,0.0
2021-07-14 00:36:00,0.0,0.0
2021-07-14 00:38:00,0.0,0.0
2021-07-14 00:40:00,0.0,0.0
2021-07-14 00:42:00,0.0,0.0
2021-07-14 00:44:00,0.0,0.0
2021-07-14 00:46:00,0.0,0.0
2021-07-14 00:48:00,0.0,0.0
2021-07-14 00:50:00,0.0,0.0
2021-07-14 00:52:00,0.0,0.0
